point;polygon
(-123.10089694802886, 49.25618606389135);((-123.10103980333432, 49.256127497149585), (-123.10076013482893, 49.25612370253697), (-123.10075283552491, 49.25624424481525), (-123.10103470443738, 49.25624848728227), (-123.10103980333432, 49.256127497149585))
(-123.10169151402243, 49.25608036429725);((-123.10192887059075, 49.2560241527419), (-123.10145925752711, 49.256015588865), (-123.10145414590563, 49.256136570034734), (-123.10192376013471, 49.256145142926684), (-123.10192887059075, 49.2560241527419))
(-123.1009094169491, 49.25594487052994);((-123.10105015405799, 49.25588641626393), (-123.1007750356839, 49.25588262670303), (-123.1007675852652, 49.25600316012389), (-123.10104491686734, 49.25600695676222), (-123.10105015405799, 49.25588641626393))
(-123.10169623706832, 49.25597254166225);((-123.10193278421279, 49.25592926773243), (-123.10146332410082, 49.25592113550762), (-123.10145925752711, 49.256015588865), (-123.10192887059075, 49.2560241527419), (-123.10193278421279, 49.25592926773243))
(-123.10170171643524, 49.25583887869627);((-123.1019338712493, 49.25590324360818), (-123.10193894122582, 49.25578264024795), (-123.10146961992773, 49.25577450792634), (-123.10146443886887, 49.25589511136346), (-123.1019338712493, 49.25590324360818))
(-123.10091572501744, 49.2558243380964);((-123.10105015405799, 49.25588641626393), (-123.10105526756014, 49.25576588486628), (-123.10078248604846, 49.255762084283965), (-123.1007750356839, 49.25588262670303), (-123.10105015405799, 49.25588641626393))
(-123.10093104815637, 49.255523884424356);((-123.10106798522422, 49.255465892207845), (-123.10080068670655, 49.25546117835508), (-123.10079309900681, 49.255581720901446), (-123.10106245953016, 49.255586432968144), (-123.10106798522422, 49.255465892207845))
(-123.10089362790609, 49.25519632203892);((-123.1010707480613, 49.25540562182667), (-123.10107364831482, 49.25534535132456), (-123.10099487675483, 49.25513628137085), (-123.10083566829687, 49.25489806511433), (-123.10078069775035, 49.25489721355589), (-123.10076143256231, 49.25521520236026), (-123.10080841181114, 49.255340644681006), (-123.10080454925433, 49.25540090702082), (-123.1010707480613, 49.25540562182667))
(-123.10176550160541, 49.25515547647197);((-123.10205374248034, 49.25471458153824), (-123.1015160485934, 49.25470559226773), (-123.1014770733643, 49.255595964289746), (-123.10201501190825, 49.25560561917255), (-123.10205374248034, 49.25471458153824))
(-123.1013062696591, 49.25438417567079);((-123.10141617246454, 49.25425035093724), (-123.1012074237788, 49.25424675599493), (-123.10119629748695, 49.25451797163006), (-123.10140518473635, 49.25452156647093), (-123.10141617246454, 49.25425035093724))
(-123.10000112096739, 49.25433013063366);((-123.09932350928273, 49.253955650466814), (-123.09931113893747, 49.25429000445276), (-123.09929681771857, 49.25467950079139), (-123.10073769611084, 49.25470025575015), (-123.10068852919794, 49.25451230751011), (-123.1006779025142, 49.254354909414175), (-123.10069292089514, 49.253975747781055), (-123.09932350928273, 49.253955650466814))
(-123.1013062696591, 49.25438417567079);((-123.10141617246454, 49.25425035093724), (-123.1012074237788, 49.25424675599493), (-123.10119629748695, 49.25451797163006), (-123.10140518473635, 49.25452156647093), (-123.10141617246454, 49.25425035093724))
(-123.10124515771949, 49.253840111043075);((-123.10143094535903, 49.25388828933063), (-123.10143460787451, 49.25379789313874), (-123.10105944188057, 49.253791925254866), (-123.1010556412798, 49.253882330550816), (-123.10143094535903, 49.25388828933063))
(-123.10000112096739, 49.25433013063366);((-123.09932350928273, 49.253955650466814), (-123.09931113893747, 49.25429000445276), (-123.09929681771857, 49.25467950079139), (-123.10073769611084, 49.25470025575015), (-123.10068852919794, 49.25451230751011), (-123.1006779025142, 49.254354909414175), (-123.10069292089514, 49.253975747781055), (-123.09932350928273, 49.253955650466814))
(-123.10000112096739, 49.25433013063366);((-123.09932350928273, 49.253955650466814), (-123.09931113893747, 49.25429000445276), (-123.09929681771857, 49.25467950079139), (-123.10073769611084, 49.25470025575015), (-123.10068852919794, 49.25451230751011), (-123.1006779025142, 49.254354909414175), (-123.10069292089514, 49.253975747781055), (-123.09932350928273, 49.253955650466814))
(-123.10000112096739, 49.25433013063366);((-123.09932350928273, 49.253955650466814), (-123.09931113893747, 49.25429000445276), (-123.09929681771857, 49.25467950079139), (-123.10073769611084, 49.25470025575015), (-123.10068852919794, 49.25451230751011), (-123.1006779025142, 49.254354909414175), (-123.10069292089514, 49.253975747781055), (-123.09932350928273, 49.253955650466814))
(-123.10639305899925, 49.262754320190254);((-123.10608888781248, 49.262580067697975), (-123.10607448803614, 49.26291551219985), (-123.10669646913676, 49.2629303123102), (-123.10671014206397, 49.26259118936207), (-123.10608888781248, 49.262580067697975))
(-123.09549176669019, 49.26222813999855);((-123.09506909215547, 49.2620438853343), (-123.09506357327719, 49.262383449971026), (-123.09514260449895, 49.26238428443971), (-123.09515648654724, 49.26238445291171), (-123.09517050603822, 49.26238462126883), (-123.0951843882597, 49.26238487968941), (-123.09519827065436, 49.262385228060246), (-123.0952121530492, 49.26238557642942), (-123.09522617305991, 49.26238601463558), (-123.0952400556283, 49.26238645295333), (-123.09525393835273, 49.26238697222615), (-123.09526782126794, 49.26238759044443), (-123.09528170418348, 49.26238820866105), (-123.09529558727257, 49.262388916827916), (-123.09530947053531, 49.26238971494505), (-123.09532335379848, 49.26239051306052), (-123.09533723723537, 49.26239140112625), (-123.09535112067277, 49.262392289190316), (-123.0953648668414, 49.26239326731809), (-123.09537875062652, 49.26239433528269), (-123.09539249696964, 49.2623954033591), (-123.09540638092936, 49.26239656127232), (-123.09542012744713, 49.262397719297375), (-123.0954340115816, 49.26239896715919), (-123.09544775844765, 49.262400305084824), (-123.09546150531443, 49.2624016430088), (-123.09547525235548, 49.262403070883096), (-123.09548899957088, 49.262404588707675), (-123.09550274678715, 49.26240610653061), (-123.09551649400422, 49.26240762435192), (-123.09553010412677, 49.262409322189086), (-123.0955438516929, 49.262411019911), (-123.0955574618173, 49.262412717744944), (-123.09557120955904, 49.262414505415535), (-123.0955848200328, 49.26241638315011), (-123.09559843068135, 49.26241835083502), (-123.09561204133101, 49.26242031851832), (-123.09562565198173, 49.26242228620003), (-123.09563912536466, 49.26242434394581), (-123.09565273636527, 49.26242649152818), (-123.09566620992436, 49.26242863922274), (-123.09567968365852, 49.26243087686766), (-123.09569315756781, 49.26243320446294), (-123.09570663147836, 49.262435532056635), (-123.09572010556418, 49.2624379496007), (-123.09573344220857, 49.262440367257064), (-123.09574691647103, 49.26244287474992), (-123.09576025346617, 49.26244547230705), (-123.09577359046268, 49.262448069862636), (-123.09583271348157, 49.262459705613544), (-123.09587046165747, 49.262441683883054), (-123.09590750011441, 49.2620503616096), (-123.09506909215547, 49.2620438853343))
(-123.10574938422677, 49.26325193587374);((-123.10565028060607, 49.26314114984974), (-123.10565028099015, 49.26314132975352), (-123.1056411226118, 49.263358113609385), (-123.10564112318787, 49.26335838346504), (-123.10584867399332, 49.26336215140145), (-123.10584867360852, 49.26336197149767), (-123.10585783300249, 49.26314608714503), (-123.10565028060607, 49.26314114984974))
(-123.10559910307957, 49.262751497254165);((-123.10528360203209, 49.26264873611189), (-123.10504883934503, 49.26264445219241), (-123.10503810586138, 49.26289093062924), (-123.10607448803614, 49.26291551219985), (-123.10608888781248, 49.262580067697975), (-123.10546691915012, 49.262568952340786), (-123.10546365943081, 49.26265171122534), (-123.10528360203209, 49.26264873611189))
(-123.10595677790326, 49.26325634421842);((-123.10585783300249, 49.26314608714503), (-123.10584867360852, 49.26336197149767), (-123.10584867399332, 49.26336215140145), (-123.1060562250226, 49.26336600891687), (-123.10605622463703, 49.2633658290131), (-123.1060646987754, 49.26315128555879), (-123.10606469800426, 49.263150925751226), (-123.10585783300249, 49.26314608714503))
(-123.10616398976035, 49.263260552664335);((-123.10606469800426, 49.263150925751226), (-123.1060646987754, 49.26315128555879), (-123.10605622463703, 49.2633658290131), (-123.1060562250226, 49.26336600891687), (-123.10626310240855, 49.26336977672696), (-123.10626310221541, 49.263369686775086), (-123.10627225084885, 49.2631560332106), (-123.10627225026934, 49.26315576335493), (-123.10606469800426, 49.263150925751226))
(-123.106578397643, 49.26326922751786);((-123.10647911537025, 49.26316061021428), (-123.10647911575732, 49.26316079011806), (-123.10647065328803, 49.26337353455081), (-123.10647065348157, 49.26337362450269), (-123.10667751718518, 49.26337739158339), (-123.10668666792857, 49.263165546020566), (-123.10647911537025, 49.26316061021428))
(-123.106578397643, 49.26326922751786);((-123.10647911537025, 49.26316061021428), (-123.10647911575732, 49.26316079011806), (-123.10647065328803, 49.26337353455081), (-123.10647065348157, 49.26337362450269), (-123.10667751718518, 49.26337739158339), (-123.10668666792857, 49.263165546020566), (-123.10647911537025, 49.26316061021428))
(-123.10709325956736, 49.26328009440044);((-123.10723305441952, 49.26317888383445), (-123.10696296110953, 49.26317248673451), (-123.10695379294299, 49.26338208353379), (-123.10722388410203, 49.26338696046732), (-123.10723305441952, 49.26317888383445))
(-123.10709325956736, 49.26328009440044);((-123.10723305441952, 49.26317888383445), (-123.10696296110953, 49.26317248673451), (-123.10695379294299, 49.26338208353379), (-123.10722388410203, 49.26338696046732), (-123.10723305441952, 49.26317888383445))
(-123.10733489384519, 49.263285128777305);((-123.10723305441952, 49.26317888383445), (-123.10722388410203, 49.26338696046732), (-123.10743693313267, 49.26339080140495), (-123.10744610511344, 49.263183903125636), (-123.10723305441952, 49.26317888383445))
(-123.10733489384519, 49.263285128777305);((-123.10723305441952, 49.26317888383445), (-123.10722388410203, 49.26338696046732), (-123.10743693313267, 49.26339080140495), (-123.10744610511344, 49.263183903125636), (-123.10723305441952, 49.26317888383445))
(-123.1074974966702, 49.26277743924802);((-123.10740083673463, 49.26260402420906), (-123.1073864612646, 49.26294657506613), (-123.1075940267575, 49.262951509230426), (-123.10760838411395, 49.262607609083204), (-123.10740083673463, 49.26260402420906))
(-123.10751106428474, 49.2632888760999);((-123.10744610511344, 49.263183903125636), (-123.10743693313267, 49.26339080140495), (-123.10757645976398, 49.26339337014195), (-123.1075849178179, 49.263187102180744), (-123.10744610511344, 49.263183903125636))
(-123.10846721122941, 49.26279733798067);((-123.10760838411395, 49.262607609083204), (-123.1075940267575, 49.262951509230426), (-123.10780102857431, 49.26295635359569), (-123.10800844295979, 49.26296128715649), (-123.10821530739302, 49.26296612191276), (-123.10842217208287, 49.2629710552457), (-123.10931699582082, 49.26299215139484), (-123.10933200516095, 49.26263771702799), (-123.10843719986835, 49.26262211704989), (-123.10822965217383, 49.26261844371275), (-123.1080227919218, 49.26261485931217), (-123.10781524450285, 49.26261128417767), (-123.10760838411395, 49.262607609083204))
(-123.10872160895292, 49.263314069611155);((-123.10862200819415, 49.263211570289386), (-123.10861351413736, 49.26341199147635), (-123.10861351453221, 49.26341217138011), (-123.10882175300785, 49.26341593332945), (-123.10882175281004, 49.26341584337758), (-123.1088295609758, 49.263216412294014), (-123.10862200819415, 49.263211570289386))
(-123.10872160895292, 49.263314069611155);((-123.10862200819415, 49.263211570289386), (-123.10861351413736, 49.26341199147635), (-123.10861351453221, 49.26341217138011), (-123.10882175300785, 49.26341593332945), (-123.10882175281004, 49.26341584337758), (-123.1088295609758, 49.263216412294014), (-123.10862200819415, 49.263211570289386))
(-123.10925187467245, 49.263325883861434);((-123.10919449669936, 49.26322497323309), (-123.10918669898439, 49.263422245481955), (-123.10918669977822, 49.263422605289456), (-123.10931246750444, 49.26342482512327), (-123.10931408029496, 49.26322782857387), (-123.10919449669936, 49.26322497323309))
(-123.10991099351727, 49.262841599052244);((-123.10981422567265, 49.26267483269371), (-123.10980060677943, 49.263003953287715), (-123.11000778768262, 49.26300878453401), (-123.11002114183707, 49.262678665699575), (-123.10981422567265, 49.26267483269371))
(-123.10991099351727, 49.262841599052244);((-123.10981422567265, 49.26267483269371), (-123.10980060677943, 49.263003953287715), (-123.11000778768262, 49.26300878453401), (-123.11002114183707, 49.262678665699575), (-123.10981422567265, 49.26267483269371))
(-123.10988122108347, 49.26331113399715);((-123.11017669205228, 49.26324899351284), (-123.10959047220592, 49.26323558147513), (-123.10958976287337, 49.26337455808989), (-123.11017071556424, 49.263385888265844), (-123.11017669205228, 49.26324899351284))
(-123.10988122108347, 49.26331113399715);((-123.11017669205228, 49.26324899351284), (-123.10959047220592, 49.26323558147513), (-123.10958976287337, 49.26337455808989), (-123.11017071556424, 49.263385888265844), (-123.11017669205228, 49.26324899351284))
(-123.10988122108347, 49.26331113399715);((-123.11017669205228, 49.26324899351284), (-123.10959047220592, 49.26323558147513), (-123.10958976287337, 49.26337455808989), (-123.11017071556424, 49.263385888265844), (-123.11017669205228, 49.26324899351284))
(-123.11028770367662, 49.26331985615524);((-123.11017669205228, 49.26324899351284), (-123.11017071556424, 49.263385888265844), (-123.1103989401784, 49.26339033893496), (-123.11040489027246, 49.26325421778309), (-123.11017669205228, 49.26324899351284))
(-123.11029104236457, 49.262849361366);((-123.11056026110947, 49.26302166005302), (-123.11056627921229, 49.26286698170623), (-123.11057320712737, 49.26268891494454), (-123.11002114183707, 49.262678665699575), (-123.11000768981198, 49.263008038025006), (-123.11056026110947, 49.26302166005302))
(-123.12685038637049, 49.25736173314654);((-123.12665262692157, 49.257401762059914), (-123.1270443192043, 49.25740940972353), (-123.12704807952407, 49.25732170222558), (-123.12665652536325, 49.25731405442336), (-123.12665262692157, 49.257401762059914))
(-123.12685038637049, 49.25736173314654);((-123.12665262692157, 49.257401762059914), (-123.1270443192043, 49.25740940972353), (-123.12704807952407, 49.25732170222558), (-123.12665652536325, 49.25731405442336), (-123.12665262692157, 49.257401762059914))
(-123.12684581329052, 49.256881979163154);((-123.1266370895769, 49.25671111732033), (-123.12662283940497, 49.25704459464539), (-123.12705439915592, 49.257053188048616), (-123.12706863085576, 49.256719000068124), (-123.1266370895769, 49.25671111732033))
(-123.12684581329052, 49.256881979163154);((-123.1266370895769, 49.25671111732033), (-123.12662283940497, 49.25704459464539), (-123.12705439915592, 49.257053188048616), (-123.12706863085576, 49.256719000068124), (-123.1266370895769, 49.25671111732033))
(-123.12711691046164, 49.25236446471942);((-123.12698609922273, 49.252195025227486), (-123.12697185446646, 49.2525292134753), (-123.12710996286455, 49.252531490321964), (-123.12724808501656, 49.252533766988385), (-123.1272616270971, 49.25219957948026), (-123.12712420668916, 49.25219730205801), (-123.12698609922273, 49.252195025227486))
(-123.12702905733096, 49.2519731413339);((-123.12679269981292, 49.251802497112756), (-123.12677956870209, 49.25211055300879), (-123.12681840192877, 49.25213735214017), (-123.12726423432832, 49.2521447057367), (-123.12727780365795, 49.251810509178775), (-123.12679269981292, 49.251802497112756))
(-123.12715097908583, 49.25154238688187);((-123.12701660304603, 49.25145503546017), (-123.12700935785396, 49.25162505319354), (-123.1272855698524, 49.25162969658896), (-123.12729240186016, 49.251459679293376), (-123.1271545024468, 49.25145735745907), (-123.12701660304603, 49.25145503546017))
(-123.12722685110019, 49.251376457474684);((-123.12716136375624, 49.25129323200721), (-123.1271545024468, 49.25145735745907), (-123.12729240186016, 49.251459679293376), (-123.12729912518547, 49.25129550900915), (-123.12716136375624, 49.25129323200721))
(-123.12783393309078, 49.25110134029714);((-123.12765276241089, 49.250914629727994), (-123.12763694204556, 49.251296701463986), (-123.12800798343655, 49.25130254263671), (-123.12802558902163, 49.25087863207098), (-123.12800260958286, 49.25088335773512), (-123.12797956532059, 49.25088775642626), (-123.12795646088705, 49.250891827256375), (-123.1279333009466, 49.25089556940364), (-123.12791009017485, 49.25089898211258), (-123.12788683325763, 49.25090206469422), (-123.12786353489014, 49.25090481652625), (-123.12784019977589, 49.25090723705312), (-123.12781683262584, 49.25090932578617), (-123.1277934381574, 49.250911082303716), (-123.1277700210935, 49.250912506251154), (-123.12774658616166, 49.25091359734101), (-123.12772313809297, 49.25091435535301), (-123.12769968162118, 49.25091478013413), (-123.12767622148176, 49.25091487159862), (-123.12765276241089, 49.250914629727994))
(-123.12723945906258, 49.25107238155204);((-123.12717718357811, 49.25090417104647), (-123.12716362729297, 49.251238268683295), (-123.12730173232943, 49.25124063525619), (-123.12731528745188, 49.25090644765204), (-123.12717718357811, 49.25090417104647))
(-123.12723945906258, 49.25107238155204);((-123.12717718357811, 49.25090417104647), (-123.12716362729297, 49.251238268683295), (-123.12730173232943, 49.25124063525619), (-123.12731528745188, 49.25090644765204), (-123.12717718357811, 49.25090417104647))
(-123.12782511813546, 49.250508974771655);((-123.12799663337272, 49.25029805820797), (-123.127676868966, 49.250293014890865), (-123.12765769411102, 49.25073291169844), (-123.12767212263525, 49.25073307565931), (-123.12768668810567, 49.25073305956248), (-123.12770111593399, 49.25073295366368), (-123.12771554329812, 49.25073266785905), (-123.1277299699659, 49.25073211219657), (-123.12774439640127, 49.25073146658027), (-123.12775882237202, 49.25073064105815), (-123.1277732480869, 49.25072971658702), (-123.12778753571787, 49.250728531405215), (-123.12780196052604, 49.250727256117635), (-123.12781624745892, 49.25072580107624), (-123.12783053392647, 49.250724166129054), (-123.12784468251846, 49.250722351428124), (-123.12785883064481, 49.25072035682144), (-123.12787297853768, 49.250718272261004), (-123.1278869885546, 49.250716007946906), (-123.12790099810546, 49.25071356372708), (-123.1279148697801, 49.250710939753674), (-123.12792874122087, 49.25070822582657), (-123.12794247478517, 49.250705332145955), (-123.12795620788289, 49.25070225855968), (-123.12796980310391, 49.250699005219936), (-123.12798023952094, 49.25069638504368), (-123.12799663337272, 49.25029805820797))
(-123.12782511813546, 49.250508974771655);((-123.12799663337272, 49.25029805820797), (-123.127676868966, 49.250293014890865), (-123.12765769411102, 49.25073291169844), (-123.12767212263525, 49.25073307565931), (-123.12768668810567, 49.25073305956248), (-123.12770111593399, 49.25073295366368), (-123.12771554329812, 49.25073266785905), (-123.1277299699659, 49.25073211219657), (-123.12774439640127, 49.25073146658027), (-123.12775882237202, 49.25073064105815), (-123.1277732480869, 49.25072971658702), (-123.12778753571787, 49.250728531405215), (-123.12780196052604, 49.250727256117635), (-123.12781624745892, 49.25072580107624), (-123.12783053392647, 49.250724166129054), (-123.12784468251846, 49.250722351428124), (-123.12785883064481, 49.25072035682144), (-123.12787297853768, 49.250718272261004), (-123.1278869885546, 49.250716007946906), (-123.12790099810546, 49.25071356372708), (-123.1279148697801, 49.250710939753674), (-123.12792874122087, 49.25070822582657), (-123.12794247478517, 49.250705332145955), (-123.12795620788289, 49.25070225855968), (-123.12796980310391, 49.250699005219936), (-123.12798023952094, 49.25069638504368), (-123.12799663337272, 49.25029805820797))
(-123.12802918827887, 49.249558336379835);((-123.12830245317981, 49.249699536307354), (-123.12831314813522, 49.24942561970684), (-123.12775655948924, 49.24941703441044), (-123.1277446247914, 49.249690952329765), (-123.12830245317981, 49.249699536307354))
(-123.12802918827887, 49.249558336379835);((-123.12830245317981, 49.249699536307354), (-123.12831314813522, 49.24942561970684), (-123.12775655948924, 49.24941703441044), (-123.1277446247914, 49.249690952329765), (-123.12830245317981, 49.249699536307354))
(-123.12802918827887, 49.249558336379835);((-123.12830245317981, 49.249699536307354), (-123.12831314813522, 49.24942561970684), (-123.12775655948924, 49.24941703441044), (-123.1277446247914, 49.249690952329765), (-123.12830245317981, 49.249699536307354))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12547222367468, 49.24861046370716);((-123.1260860839068, 49.248216450179534), (-123.1248920111941, 49.24819662636963), (-123.1248583370794, 49.24900443445038), (-123.1260524294674, 49.24902433954652), (-123.1260860839068, 49.248216450179534))
(-123.12663827820217, 49.248588148893404);((-123.1260860839068, 49.248216450179534), (-123.1260524294674, 49.24902433954652), (-123.12688995315861, 49.24903825585282), (-123.12690483118058, 49.24867789059633), (-123.1273562391885, 49.24868548957532), (-123.12736532653452, 49.24842030915685), (-123.12738461607078, 49.24823794556476), (-123.1260860839068, 49.248216450179534))
(-123.12802918827887, 49.249558336379835);((-123.12830245317981, 49.249699536307354), (-123.12831314813522, 49.24942561970684), (-123.12775655948924, 49.24941703441044), (-123.1277446247914, 49.249690952329765), (-123.12830245317981, 49.249699536307354))
(-123.10576690067678, 49.27179256524267);((-123.10466256023014, 49.27192703974635), (-123.10685803196355, 49.271967091731284), (-123.106871221345, 49.27165807665704), (-123.10467576333397, 49.271618033906556), (-123.10466256023014, 49.27192703974635))
(-123.10730911401298, 49.27065491261516);((-123.10791613360551, 49.27061182791005), (-123.10756147185617, 49.27060536723849), (-123.1075712683688, 49.27037555786491), (-123.10681210163368, 49.27036170792213), (-123.10678989905323, 49.27088301798686), (-123.10792576064786, 49.27090373997725), (-123.10794795124889, 49.27038242070928), (-123.1079259147451, 49.27038202751581), (-123.10791613360551, 49.27061182791005))
(-123.10800879070183, 49.26998957780798);((-123.10668900668149, 49.269803022090265), (-123.10677973315947, 49.27012177300601), (-123.10695055299668, 49.27012486228368), (-123.10695010893303, 49.27013564793448), (-123.10927657991391, 49.270177736452354), (-123.10927831723183, 49.26985026469562), (-123.10668900668149, 49.269803022090265))
(-123.10558156107341, 49.26994521622834);((-123.10639949186948, 49.27011480168783), (-123.10641268057378, 49.26979796974201), (-123.10477529101333, 49.26976830676159), (-123.1047616744785, 49.27009578022421), (-123.10590455549374, 49.270116587679425), (-123.10590501353157, 49.270105802019856), (-123.10639949186948, 49.27011480168783))
(-123.10727840336108, 49.26959835193818);((-123.10785209426383, 49.26976954159255), (-123.107865828171, 49.269448580155284), (-123.10670462279518, 49.26942708940877), (-123.10669128041064, 49.26974823924502), (-123.10785209426383, 49.26976954159255))
(-123.10507450873236, 49.26955142618776);((-123.10497782131314, 49.269382211006366), (-123.10496391908838, 49.26971688992702), (-123.10517120782603, 49.26972065032528), (-123.1051845053915, 49.269399644629296), (-123.10518508109982, 49.26938594442035), (-123.10497782131314, 49.269382211006366))
(-123.10636189609008, 49.27059662073934);((-123.10656580850677, 49.270331135788894), (-123.106527762918, 49.27032054754579), (-123.10619124948936, 49.27031440775256), (-123.10618154794562, 49.27031602680832), (-123.10615788615382, 49.270871492849174), (-123.10654249100048, 49.27087850591538), (-123.10656580850677, 49.270331135788894))
(-123.10800879070183, 49.26998957780798);((-123.10668900668149, 49.269803022090265), (-123.10677973315947, 49.27012177300601), (-123.10695055299668, 49.27012486228368), (-123.10695010893303, 49.27013564793448), (-123.10927657991391, 49.270177736452354), (-123.10927831723183, 49.26985026469562), (-123.10668900668149, 49.269803022090265))
(-123.20342775944474, 49.26400723468136);((-123.20371013749984, 49.263854117237614), (-123.20315689152999, 49.263845457472456), (-123.2031458137963, 49.2641603093492), (-123.20369907739948, 49.26416905908954), (-123.20370390026176, 49.26400506788439), (-123.20371013749984, 49.263854117237614))
(-123.20392985661996, 49.263470998633274);((-123.20386663235817, 49.263303055380995), (-123.20386663272875, 49.26330314533246), (-123.20385494983863, 49.26363679836992), (-123.20399309210048, 49.26363889330965), (-123.20400476031516, 49.26330524028383), (-123.20386663235817, 49.263303055380995))
(-123.2038425146796, 49.26401376013096);((-123.20371013749984, 49.263854117237614), (-123.20370390026176, 49.26400506788439), (-123.20369907739948, 49.26416905908954), (-123.20397536563564, 49.26417342907517), (-123.2039753648941, 49.26417324917226), (-123.20398642394136, 49.2638584782042), (-123.20371013749984, 49.263854117237614))
(-123.204118870457, 49.264018050496155);((-123.20398642394136, 49.2638584782042), (-123.2039753648941, 49.26417324917226), (-123.20397536563564, 49.26417342907517), (-123.20425096668411, 49.26417779961494), (-123.20425096631284, 49.26417770966349), (-123.2042627100954, 49.26386275755373), (-123.20398642394136, 49.2638584782042))
(-123.20474017527091, 49.264027947848696);((-123.20453901044877, 49.26386713516481), (-123.20452724126905, 49.26418216830506), (-123.20494167385117, 49.26418872006489), (-123.20494167347866, 49.26418863011343), (-123.20495275279112, 49.26387359815386), (-123.20453901044877, 49.26386713516481))
(-123.20468946477925, 49.263482830707105);((-123.20455732686598, 49.2633138881949), (-123.20454566274694, 49.26364763122257), (-123.20482124683356, 49.263651919474256), (-123.20482124646126, 49.26365182952279), (-123.20483362380628, 49.26331817515439), (-123.20455732686598, 49.2633138881949))
(-123.20489650782966, 49.26348613647238);((-123.20483362380628, 49.26331817515439), (-123.20482124646126, 49.26365182952279), (-123.20482124683356, 49.263651919474256), (-123.2049593895475, 49.26365410320998), (-123.2049717663342, 49.263320538779624), (-123.20497176558906, 49.26332035887669), (-123.20483362380628, 49.26331817515439))
(-123.20517227187166, 49.263490278744456);((-123.20510851882113, 49.26332245494668), (-123.20510851919394, 49.26332254489815), (-123.20509684467315, 49.263656198049), (-123.20523567463741, 49.263658380234475), (-123.20524803507212, 49.26332463589871), (-123.20510851882113, 49.26332245494668))
(-123.20517227187166, 49.263490278744456);((-123.20510851882113, 49.26332245494668), (-123.20510851919394, 49.26332254489815), (-123.20509684467315, 49.263656198049), (-123.20523567463741, 49.263658380234475), (-123.20524803507212, 49.26332463589871), (-123.20510851882113, 49.26332245494668))
(-123.2053109260074, 49.26349259697931);((-123.20524803507212, 49.26332463589871), (-123.20523567463741, 49.263658380234475), (-123.20537381738616, 49.263660563474666), (-123.20538617763634, 49.2633269990284), (-123.20538617688968, 49.263326819125474), (-123.20524803507212, 49.26332463589871))
(-123.20522350082689, 49.26403550629561);((-123.20536716872265, 49.26388005846408), (-123.20509089612924, 49.26387578173145), (-123.20507981695026, 49.2641906338001), (-123.20507981806857, 49.26419090365445), (-123.20535610657576, 49.26419527933318), (-123.20536716872265, 49.26388005846408))
(-123.20558686545694, 49.26349692684967);((-123.20552363149629, 49.26332900340951), (-123.20551196018394, 49.263662755544814), (-123.20565010258227, 49.26366484850319), (-123.20566177300076, 49.263331105350424), (-123.20552363149629, 49.26332900340951))
(-123.20579407462299, 49.26350015695024);((-123.20566177300076, 49.263331105350424), (-123.20565010258227, 49.26366484850319), (-123.20592637441652, 49.263669213851784), (-123.20593805671712, 49.26333547064934), (-123.20566177300076, 49.263331105350424))
(-123.20584444954098, 49.264045269711204);((-123.20578091130942, 49.263886527482384), (-123.20576985101138, 49.26420155948923), (-123.20576985213349, 49.26420182934356), (-123.20590799642096, 49.26420401194283), (-123.20591905471711, 49.26388871006973), (-123.20578091130942, 49.263886527482384))
