OID_, id,area,address,unit,civic_number,street,address_above_door,business_name,retailgroup,floor_area_sf,year_recorded
6770,6944,South Hill BIA (Fraser),6640 FRASER ST,N/A,6640,FRASER ST,6640 FRASER ST,Superstar Elect. Plumbing,Comparison Goods,1380,2022
6771,6945,South Hill BIA (Fraser),6643 FRASER ST,N/A,6643,FRASER ST,6643 FRASER ST,Vacant ,Vacant,1000,2022
6772,6946,South Hill BIA (Fraser),6646 FRASER ST,N/A,6646,FRASER ST,6646 FRASER ST,B4U Wireless,Service Commercial,1932,2022
6773,6947,South Hill BIA (Fraser),6647 FRASER ST,N/A,6647,FRASER ST,6647 FRASER ST,The UPS store ,Service Commercial,1000,2022
6774,6948,South Hill BIA (Fraser),6657 FRASER ST,N/A,6657,FRASER ST,6657 FRASER ST,Fraserview Meats & Video,Convenience Goods,800,2022
6775,6949,South Hill BIA (Fraser),6665 FRASER ST,N/A,6665,FRASER ST,6665 FRASER ST,Hometown Pizza,Food & Beverage,825,2022
6776,6950,South Hill BIA (Fraser),6666 FRASER ST,N/A,6666,FRASER ST,6666 FRASER ST,Sian and Associates,Service Commercial,2000,2022
6777,6951,South Hill BIA (Fraser),6667 FRASER ST,N/A,6667,FRASER ST,6667 FRASER ST,Vision 2000 Hair Design,Service Commercial,825,2022
6778,6953,South Hill BIA (Fraser),6669 FRASER ST,N/A,6669,FRASER ST,6669 FRASER ST,New Novelty Restaurant ,Food & Beverage,850,2022
6779,6954,South Hill BIA (Fraser),6672 FRASER ST,N/A,6672,FRASER ST,6672 FRASER ST,Titley Fashion,Comparison Goods,1540,2022
6781,6956,South Hill BIA (Fraser),6676 FRASER ST,N/A,6676,FRASER ST,6676 FRASER ST,Divya Hair and Beauty,Service Commercial,689,2022
6782,6957,South Hill BIA (Fraser),6683 FRASER ST,N/A,6683,FRASER ST,6683 FRASER ST,New Vision Hair Design,Service Commercial,1890,2022
6783,6958,South Hill BIA (Fraser),6686 FRASER ST,N/A,6686,FRASER ST,6686 FRASER ST,Wescana Pharmacy,Convenience Goods,1460,2022
6784,6959,South Hill BIA (Fraser),6690 FRASER ST,N/A,6690,FRASER ST,6690 FRASER ST,Dr. Andrew Birch,Service Commercial,2340,2022
6786,6961,Strathcona BIA,317 E HASTINGS ST,N/A,317,E HASTINGS ST,317 E HASTINGS ST,"The Bloom Group Community Services Society - Adult Guardianship_x000D__x000D_
",Service Commercial,2028,2022
6791,6966,Strathcona BIA,337 E HASTINGS ST,N/A,337,E HASTINGS ST,337 E HASTINGS ST,Vacant,Vacant,2254,2022
6793,6968,Strathcona BIA,342 E HASTINGS ST,N/A,342,E HASTINGS ST,342 E HASTINGS ST,Community eye care,Service Commercial,514,2022
6795,6970,Strathcona BIA,346 E HASTINGS ST,N/A,346,E HASTINGS ST,346 E HASTINGS ST,Pigeon park savings ,Service Commercial,2000,2022
6811,6986,Strathcona BIA,408 E HASTINGS ST,N/A,408,E HASTINGS ST,408 E HASTINGS ST,Public Cell,Service Commercial,400,2022
6850,7026,Strathcona BIA,633 E HASTINGS ST,N/A,633,E HASTINGS ST,633 E HASTINGS ST,Vacant,Vacant,2000,2022
6851,7027,Strathcona BIA,637 E HASTINGS ST,N/A,637,E HASTINGS ST,637 E HASTINGS ST,Vacant,Vacant,2639,2022
6853,7029,Strathcona BIA,643 E HASTINGS ST,N/A,643,E HASTINGS ST,643 E HASTINGS ST,Coastal Eden Cafe ,Food & Beverage,1800,2022
6856,7032,Strathcona BIA,648 E HASTINGS ST,N/A,648,E HASTINGS ST,648 E HASTINGS ST,Misison Possible,Service Commercial,7500,2022
6857,7033,Strathcona BIA,651 E HASTINGS ST,N/A,651,E HASTINGS ST,651 E HASTINGS ST,Coca Leaf Cafe,Food & Beverage,5000,2022
6871,7048,Strathcona BIA,713 E HASTINGS ST,N/A,713,E HASTINGS ST,713 E HASTINGS ST,Lobe,Comparison Goods,3660,2022
6872,7049,Strathcona BIA,715 E HASTINGS ST,N/A,715,E HASTINGS ST,715 E HASTINGS ST,Vacant,Vacant,2520,2022
6878,7057,Strathcona BIA,740 E HASTINGS ST,N/A,740,E HASTINGS ST,740 E HASTINGS ST,Vacant,Vacant,1650,2022
6880,7059,Strathcona BIA,748 E HASTINGS ST,N/A,748,E HASTINGS ST,748 E HASTINGS ST,Catalyst Audio Visual,Comparison Goods,1800,2022
6881,7060,Strathcona BIA,757 E HASTINGS ST,N/A,757,E HASTINGS ST,757 E HASTINGS ST,Vacant,Vacant,3050,2022
6907,7087,Strathcona BIA,881 E HASTINGS ST,N/A,881,E HASTINGS ST,881 E HASTINGS ST,Picnics and Poetry,Comparison Goods,1500,2022
6915,7095,Strathcona BIA,923 E HASTINGS ST,N/A,923,E HASTINGS ST,923 E HASTINGS ST,Haven Men's Apparel HQ,Service Commercial,6701,2022
6916,7096,Strathcona BIA,935 E HASTINGS ST,N/A,935,E HASTINGS ST,935 E HASTINGS ST,Moonlight dog cafe,Food & Beverage,3526,2022
6917,7097,Strathcona BIA,943 E HASTINGS ST,N/A,943,E HASTINGS ST,943 E HASTINGS ST,Magellan Dental Arts,Service Commercial,2040,2022
6918,7098,Strathcona BIA,951 E HASTINGS ST,N/A,951,E HASTINGS ST,951 E HASTINGS ST,Phony! Records,Service Commercial,997,2022
6919,7099,Strathcona BIA,957 E HASTINGS ST,N/A,957,E HASTINGS ST,957 E HASTINGS ST,VV Tapas Lounge ,Food & Beverage,3228,2022
6920,7100,Strathcona BIA,977 E HASTINGS ST,N/A,977,E HASTINGS ST,977 E HASTINGS ST,Vacant,Vacant,3352,2022
6921,7101,Strathcona BIA,987 E HASTINGS ST,N/A,987,E HASTINGS ST,987 E HASTINGS ST,Vacant,Vacant,2273,2022
6929,7132,Strathcona BIA,332 POWELL ST,N/A,332,POWELL ST,332 POWELL ST,Occupied unknown,Unknown,1800,2022
6932,7135,Strathcona BIA,342 POWELL ST,N/A,342,POWELL ST,342 POWELL ST,Vacant,Vacant,1000,2022
6933,7136,Strathcona BIA,344 POWELL ST,N/A,344,POWELL ST,344 POWELL ST,Vacant,Vacant,1000,2022
6935,7138,Strathcona BIA,348 POWELL ST,N/A,348,POWELL ST,348 POWELL ST,Vacant,Vacant,1000,2022
6936,7139,Strathcona BIA,350 POWELL ST,N/A,350,POWELL ST,350 POWELL ST,Vacant,Vacant,1600,2022
6957,7160,Strathcona BIA,477 POWELL ST,N/A,477,POWELL ST,477 POWELL ST,The Uncommon ,Food & Beverage,2600,2022
6964,7168,Victoria Drive BIA,1975 E 41ST AV,N/A,1975,E 41ST AV,1975 E 41ST AV,Vacant ,Vacant,744,2022
6967,7172,Victoria Drive BIA,2005 E 44TH AV,N/A,2005,E 44TH AV,2005 E 44TH AV,The Art Studio,Comparison Goods,3451,2022
6999,7206,Victoria Drive BIA,5026 VICTORIA DRIVE,N/A,5026,VICTORIA DRIVE,5026 VICTORIA DRIVE,Vacant ,Vacant,1160,2022
7045,7253,Victoria Drive BIA,5305 VICTORIA DRIVE,N/A,5305,VICTORIA DRIVE,5305 VICTORIA DRIVE,Dave's Flower's,Convenience Goods,2000,2022
7046,7254,Victoria Drive BIA,5307 VICTORIA DRIVE,N/A,5307,VICTORIA DRIVE,5307 VICTORIA DRIVE,3J Computers & Graphics,Comparison Goods,1000,2022
7048,7256,Victoria Drive BIA,5309 VICTORIA DRIVE,N/A,5309,VICTORIA DRIVE,5309 VICTORIA DRIVE,Sunshine Esthetics,Service Commercial,1000,2022
7050,7258,Victoria Drive BIA,5316 VICTORIA DRIVE,N/A,5316,VICTORIA DRIVE,5316 VICTORIA DRIVE,Continental Pharmacy,Convenience Goods,5643,2022
7053,7261,Victoria Drive BIA,5329 VICTORIA DRIVE,N/A,5329,VICTORIA DRIVE,5329 VICTORIA DRIVE,"Denny Yuen, CPA",Service Commercial,1000,2022
7054,7262,Victoria Drive BIA,5334 VICTORIA DRIVE,N/A,5334,VICTORIA DRIVE,5334 VICTORIA DRIVE,Perform & Transform,Service Commercial,1000,2022
7055,7263,Victoria Drive BIA,5336 VICTORIA DRIVE,N/A,5336,VICTORIA DRIVE,5336 VICTORIA DRIVE,Lotus Beauty Spa,Service Commercial,1000,2022
7056,7264,Victoria Drive BIA,5338 VICTORIA DRIVE,N/A,5338,VICTORIA DRIVE,5338 VICTORIA DRIVE,Cha Ca Yen Deli,Food & Beverage,1000,2022
7058,7266,Victoria Drive BIA,5380 VICTORIA DRIVE,N/A,5380,VICTORIA DRIVE,5380 VICTORIA DRIVE,Golden Swan Restaurant,Food & Beverage,6566,2022
7059,7267,Victoria Drive BIA,5381 VICTORIA DRIVE,N/A,5381,VICTORIA DRIVE,5381 VICTORIA DRIVE,Christian Service,Service Commercial,2916,2022
7060,7268,Victoria Drive BIA,5391 VICTORIA DRIVE,N/A,5391,VICTORIA DRIVE,5391 VICTORIA DRIVE,Wina Studio,Service Commercial,1809,2022
7061,7269,Victoria Drive BIA,5395 VICTORIA DRIVE,N/A,5395,VICTORIA DRIVE,5395 VICTORIA DRIVE,Penpal's Montessori,Service Commercial,1920,2022
7062,7270,Victoria Drive BIA,5397 VICTORIA DRIVE,N/A,5397,VICTORIA DRIVE,5397 VICTORIA DRIVE,Banh Mi Saigon,Food & Beverage,1740,2022
7065,7273,Victoria Drive BIA,5405 VICTORIA DRIVE,N/A,5405,VICTORIA DRIVE,5405 VICTORIA DRIVE,Tai Sinn Acupuncture,Service Commercial,1764,2022
7066,7274,Victoria Drive BIA,5407 VICTORIA DRIVE,N/A,5407,VICTORIA DRIVE,5407 VICTORIA DRIVE,You Trust Flooring,Comparison Goods,1000,2022
7067,7275,Victoria Drive BIA,5409 VICTORIA DRIVE,N/A,5409,VICTORIA DRIVE,5409 VICTORIA DRIVE,Belle Hair Salon,Service Commercial,882,2022
7068,7276,Victoria Drive BIA,5432 VICTORIA DRIVE,N/A,5432,VICTORIA DRIVE,5432 VICTORIA DRIVE,Hapag Ihaw-Ihaw Rest.,Food & Beverage,1767,2022
7070,7278,Victoria Drive BIA,5438 VICTORIA DRIVE,N/A,5438,VICTORIA DRIVE,5438 VICTORIA DRIVE,Fa Ji Noodles,Food & Beverage,1767,2022
7071,7279,Victoria Drive BIA,5448 VICTORIA DRIVE,N/A,5448,VICTORIA DRIVE,5448 VICTORIA DRIVE,Healthside Pharmacy,Convenience Goods,810,2022
7072,7280,Victoria Drive BIA,5449 VICTORIA DRIVE,N/A,5449,VICTORIA DRIVE,5449 VICTORIA DRIVE,East Van Medical Clinic,Service Commercial,2240,2022
7074,7282,Victoria Drive BIA,5458 VICTORIA DRIVE,N/A,5458,VICTORIA DRIVE,5458 VICTORIA DRIVE,Sunrise Physiotherapy,Service Commercial,800,2022
7075,7283,Victoria Drive BIA,5460 VICTORIA DRIVE,N/A,5460,VICTORIA DRIVE,5460 VICTORIA DRIVE,Rena's Hair Studio,Service Commercial,1136,2022
7077,7285,Victoria Drive BIA,5470 VICTORIA DRIVE,N/A,5470,VICTORIA DRIVE,5470 VICTORIA DRIVE,Brush Dental Clinic,Service Commercial,1716,2022
7080,7288,Victoria Drive BIA,5487 VICTORIA DRIVE,N/A,5487,VICTORIA DRIVE,5487 VICTORIA DRIVE,Tech Spot,Comparison Goods,1200,2022
7081,7289,Victoria Drive BIA,5492 VICTORIA DRIVE,N/A,5492,VICTORIA DRIVE,5492 VICTORIA DRIVE,May Li Hair Salon,Service Commercial,1190,2022
7082,7290,Victoria Drive BIA,5496 VICTORIA DRIVE,N/A,5496,VICTORIA DRIVE,5496 VICTORIA DRIVE,Kkot floral,Convenience Goods,1190,2022
7083,7291,Victoria Drive BIA,5497 VICTORIA DRIVE,N/A,5497,VICTORIA DRIVE,5497 VICTORIA DRIVE,Pho Hue ,Food & Beverage,1767,2022
7084,7292,Victoria Drive BIA,5501 VICTORIA DRIVE,N/A,5501,VICTORIA DRIVE,5501 VICTORIA DRIVE,Money Mart,Service Commercial,1792,2022
7085,7293,Victoria Drive BIA,5509 VICTORIA DRIVE,N/A,5509,VICTORIA DRIVE,5509 VICTORIA DRIVE,Eye Spy Eyeware,Comparison Goods,616,2022
7086,7294,Victoria Drive BIA,5511 VICTORIA DRIVE,N/A,5511,VICTORIA DRIVE,5511 VICTORIA DRIVE,Amazing International Travel,Service Commercial,616,2022
7087,7295,Victoria Drive BIA,5517 VICTORIA DRIVE,N/A,5517,VICTORIA DRIVE,5517 VICTORIA DRIVE,Spring Spa,Service Commercial,1064,2022
7088,7296,Victoria Drive BIA,5521 VICTORIA DRIVE,N/A,5521,VICTORIA DRIVE,5521 VICTORIA DRIVE,Sure Beauty Lady Spa,Service Commercial,560,2022
7090,7298,Victoria Drive BIA,5531 VICTORIA DRIVE,N/A,5531,VICTORIA DRIVE,5531 VICTORIA DRIVE,Day Spa Retreat - Best Asain Massage,Service Commercial,1848,2022
7092,7300,Victoria Drive BIA,5550 VICTORIA DRIVE,N/A,5550,VICTORIA DRIVE,5550 VICTORIA DRIVE,Delicious Restaurant Taiwanese & Chinese ,Food & Beverage,875,2022
7093,7301,Victoria Drive BIA,5552 VICTORIA DRIVE,N/A,5552,VICTORIA DRIVE,5552 VICTORIA DRIVE,Kamo Bakery,Convenience Goods,875,2022
7094,7302,Victoria Drive BIA,5571 VICTORIA DRIVE,N/A,5571,VICTORIA DRIVE,5571 VICTORIA DRIVE,Dr Kevin Yue,Service Commercial,2576,2022
7095,7303,Victoria Drive BIA,5573 VICTORIA DRIVE,N/A,5573,VICTORIA DRIVE,5573 VICTORIA DRIVE,Dr Kay and Jordan Lee,Service Commercial,1000,2022
7097,7305,Victoria Drive BIA,5581 VICTORIA DRIVE,N/A,5581,VICTORIA DRIVE,5581 VICTORIA DRIVE,Care Denture Clinic,Service Commercial,800,2022
7098,7306,Victoria Drive BIA,5583 VICTORIA DRIVE,N/A,5583,VICTORIA DRIVE,5583 VICTORIA DRIVE,Dr. Pako Cheung,Service Commercial,1064,2022
7099,7307,Victoria Drive BIA,5589 VICTORIA DRIVE,N/A,5589,VICTORIA DRIVE,5589 VICTORIA DRIVE,Shima Ya,Food & Beverage,532,2022
7100,7308,Victoria Drive BIA,5590 VICTORIA DRIVE,N/A,5590,VICTORIA DRIVE,5590 VICTORIA DRIVE,Vacant,Vacant,5586,2022
7101,7309,Victoria Drive BIA,5591 VICTORIA DRIVE,N/A,5591,VICTORIA DRIVE,5591 VICTORIA DRIVE,128 Hair Salon,Service Commercial,532,2022
7102,7310,Victoria Drive BIA,5593 VICTORIA DRIVE,N/A,5593,VICTORIA DRIVE,5593 VICTORIA DRIVE,Vacant ,Vacant,1064,2022
7103,7311,Victoria Drive BIA,5599 VICTORIA DRIVE,N/A,5599,VICTORIA DRIVE,5599 VICTORIA DRIVE,Victoria Shoe Place,Comparison Goods,616,2022
7104,7312,Victoria Drive BIA,5603 VICTORIA DRIVE,N/A,5603,VICTORIA DRIVE,5603 VICTORIA DRIVE,Starbucks,Food & Beverage,3000,2022
7105,7313,Victoria Drive BIA,5606 VICTORIA DRIVE,N/A,5606,VICTORIA DRIVE,5606 VICTORIA DRIVE,Perpetual Insurance,Service Commercial,1654,2022
7107,7315,Victoria Drive BIA,5613 VICTORIA DRIVE,N/A,5613,VICTORIA DRIVE,5613 VICTORIA DRIVE,Maxim's Bakery,Convenience Goods,1000,2022
7108,7316,Victoria Drive BIA,5616 VICTORIA DRIVE,N/A,5616,VICTORIA DRIVE,5616 VICTORIA DRIVE,Axel Zitcher,Service Commercial,1540,2022
7109,7318,Victoria Drive BIA,5619 VICTORIA DRIVE,N/A,5619,VICTORIA DRIVE,5619 VICTORIA DRIVE,Victoria Square Medical,Service Commercial,1000,2022
7110,7319,Victoria Drive BIA,5628 VICTORIA DRIVE,N/A,5628,VICTORIA DRIVE,5628 VICTORIA DRIVE,Sumi Korean Restaurant,Food & Beverage,1980,2022
7111,7320,Victoria Drive BIA,5632 VICTORIA DRIVE,N/A,5632,VICTORIA DRIVE,5632 VICTORIA DRIVE,Happy Sushi,Food & Beverage,768,2022
7112,7321,Victoria Drive BIA,5636 VICTORIA DRIVE,N/A,5636,VICTORIA DRIVE,5636 VICTORIA DRIVE,Dr. Huan Wei Chen,Service Commercial,768,2022
7113,7322,Victoria Drive BIA,5639 VICTORIA DRIVE,N/A,5639,VICTORIA DRIVE,5639 VICTORIA DRIVE,London Drugs,Convenience Goods,32414,2022
7115,7324,Victoria Drive BIA,5659 VICTORIA DRIVE,N/A,5659,VICTORIA DRIVE,5659 VICTORIA DRIVE,Kent's Kitchen,Food & Beverage,1000,2022
7116,7325,Victoria Drive BIA,5661 VICTORIA DRIVE,N/A,5661,VICTORIA DRIVE,5661 VICTORIA DRIVE,McDonalds,Food & Beverage,2000,2022
7117,7326,Victoria Drive BIA,5663 VICTORIA DRIVE,N/A,5663,VICTORIA DRIVE,5663 VICTORIA DRIVE,Ben Hair Salon,Service Commercial,1944,2022
7118,7327,Victoria Drive BIA,5665 VICTORIA DRIVE,N/A,5665,VICTORIA DRIVE,5665 VICTORIA DRIVE,H & R Block,Service Commercial,1620,2022
7120,7329,Victoria Drive BIA,5688 VICTORIA DRIVE,N/A,5688,VICTORIA DRIVE,5688 VICTORIA DRIVE,Victoria Drive Medical Clinic,Service Commercial,1110,2022
7121,7330,Victoria Drive BIA,5692 VICTORIA DRIVE,N/A,5692,VICTORIA DRIVE,5692 VICTORIA DRIVE,Mei Yee Bakery,Convenience Goods,2016,2022
7122,7331,Victoria Drive BIA,5693 VICTORIA DRIVE,N/A,5693,VICTORIA DRIVE,5693 VICTORIA DRIVE,M2 Hair,Service Commercial,1056,2022
7123,7332,Victoria Drive BIA,5695 VICTORIA DRIVE,N/A,5695,VICTORIA DRIVE,5695 VICTORIA DRIVE,Kokoro Ramen,Food & Beverage,1425,2022
7124,7333,Victoria Drive BIA,5698 VICTORIA DRIVE,N/A,5698,VICTORIA DRIVE,5698 VICTORIA DRIVE,Tim Horton's,Food & Beverage,3193,2022
7125,7334,Victoria Drive BIA,5705 VICTORIA DRIVE,N/A,5705,VICTORIA DRIVE,5705 VICTORIA DRIVE,CIBC,Service Commercial,1584,2022
7126,7335,Victoria Drive BIA,5710 VICTORIA DRIVE,N/A,5710,VICTORIA DRIVE,5710 VICTORIA DRIVE,Bank of Montreal,Service Commercial,2976,2022
7127,7336,Victoria Drive BIA,5723 VICTORIA DRIVE,N/A,5723,VICTORIA DRIVE,5723 VICTORIA DRIVE,Osoyoos Produce,Convenience Goods,4218,2022
7128,7337,Victoria Drive BIA,5728 VICTORIA DRIVE,N/A,5728,VICTORIA DRIVE,5728 VICTORIA DRIVE,Jun Yuan Restaurant,Food & Beverage,1500,2022
7129,7338,Victoria Drive BIA,5729 VICTORIA DRIVE,N/A,5729,VICTORIA DRIVE,5729 VICTORIA DRIVE,Galaxy Bakery,Convenience Goods,1748,2022
7130,7339,Victoria Drive BIA,5731 VICTORIA DRIVE,N/A,5731,VICTORIA DRIVE,5731 VICTORIA DRIVE,Li’s quality meats,Convenience Goods,1820,2022
7131,7340,Victoria Drive BIA,5732 VICTORIA DRIVE,N/A,5732,VICTORIA DRIVE,5732 VICTORIA DRIVE,X-Ray & Mamography,Service Commercial,5000,2022
7135,7344,Victoria Drive BIA,5755 VICTORIA DRIVE,N/A,5755,VICTORIA DRIVE,5755 VICTORIA DRIVE,Roast King Fast Food,Food & Beverage,1246,2022
7137,7346,Victoria Drive BIA,5763 VICTORIA DRIVE,N/A,5763,VICTORIA DRIVE,5763 VICTORIA DRIVE,Shunfa Noodle House,Food & Beverage,2816,2022
7140,7349,Victoria Drive BIA,5773 VICTORIA DRIVE,N/A,5773,VICTORIA DRIVE,5773 VICTORIA DRIVE,Hairway Salon,Service Commercial,850,2022
7142,7351,Victoria Drive BIA,5775 VICTORIA DRIVE,N/A,5775,VICTORIA DRIVE,5775 VICTORIA DRIVE,All Smiles Dental,Service Commercial,1200,2022
7144,7353,Victoria Drive BIA,5780 VICTORIA DRIVE,N/A,5780,VICTORIA DRIVE,5780 VICTORIA DRIVE,Ever Coin Laundry,Service Commercial,616,2022
7145,7354,Victoria Drive BIA,5782 VICTORIA DRIVE,N/A,5782,VICTORIA DRIVE,5782 VICTORIA DRIVE,Wah May Hair Studio,Service Commercial,616,2022
7146,7355,Victoria Drive BIA,5783 VICTORIA DRIVE,N/A,5783,VICTORIA DRIVE,5783 VICTORIA DRIVE,Dana Vision Care,Comparison Goods,800,2022
7147,7357,Victoria Drive BIA,5786 VICTORIA DRIVE,N/A,5786,VICTORIA DRIVE,5786 VICTORIA DRIVE,LifeLabs BC LP,Service Commercial,2686,2022
7148,7358,Victoria Drive BIA,5787 VICTORIA DRIVE,N/A,5787,VICTORIA DRIVE,5787 VICTORIA DRIVE,Hua Wei building supplies and contracting,Comparison Goods,800,2022
7149,7359,Victoria Drive BIA,5794 VICTORIA DRIVE,N/A,5794,VICTORIA DRIVE,5794 VICTORIA DRIVE,East Kitchen,Food & Beverage,1520,2022
7150,7360,Victoria Drive BIA,5797 VICTORIA DRIVE,N/A,5797,VICTORIA DRIVE,5797 VICTORIA DRIVE,Mui Garden Restaurant,Food & Beverage,2511,2022
7151,7361,Victoria Drive BIA,5798 VICTORIA DRIVE,N/A,5798,VICTORIA DRIVE,5798 VICTORIA DRIVE,Sherwin-Williams,Comparison Goods,3750,2022
7152,7362,Victoria Drive BIA,5807 VICTORIA DRIVE,N/A,5807,VICTORIA DRIVE,5807 VICTORIA DRIVE,Xing Fa Hang Trading Ltd,Convenience Goods,2232,2022
7153,7363,Victoria Drive BIA,5815 VICTORIA DRIVE,N/A,5815,VICTORIA DRIVE,5815 VICTORIA DRIVE,Yummy Shanghai Dim Sum,Convenience Goods,784,2022
7154,7364,Victoria Drive BIA,5817 VICTORIA DRIVE,N/A,5817,VICTORIA DRIVE,5817 VICTORIA DRIVE,Yao Sun Loong Kong Chicken,Convenience Goods,784,2022
7155,7365,Victoria Drive BIA,5818 VICTORIA DRIVE,N/A,5818,VICTORIA DRIVE,5818 VICTORIA DRIVE,Doli Supermarket,Convenience Goods,4312,2022
7156,7366,Victoria Drive BIA,5821 VICTORIA DRIVE,N/A,5821,VICTORIA DRIVE,5821 VICTORIA DRIVE,Jumbo Seafood Co. Ltd.,Convenience Goods,1088,2022
7157,7367,Victoria Drive BIA,5822 VICTORIA DRIVE,N/A,5822,VICTORIA DRIVE,5822 VICTORIA DRIVE,Lucky Dragon Palace ,Food & Beverage,3008,2022
7158,7368,Victoria Drive BIA,5823 VICTORIA DRIVE,N/A,5823,VICTORIA DRIVE,5823 VICTORIA DRIVE,Jin Sui Xiang Bakery,Convenience Goods,1088,2022
7159,7369,Victoria Drive BIA,5829 VICTORIA DRIVE,N/A,5829,VICTORIA DRIVE,5829 VICTORIA DRIVE,Tak Fung Foods,Convenience Goods,2970,2022
7160,7370,Victoria Drive BIA,5840 VICTORIA DRIVE,N/A,5840,VICTORIA DRIVE,5840 VICTORIA DRIVE,Chang Chen Trading,Convenience Goods,1330,2022
7161,7371,Victoria Drive BIA,5837 VICTORIA DRIVE,N/A,5837,VICTORIA DRIVE,5837 VICTORIA DRIVE,Wui King Herbal Co. Ltd.,Convenience Goods,2080,2022
7163,7373,Victoria Drive BIA,5847 VICTORIA DRIVE,N/A,5847,VICTORIA DRIVE,5847 VICTORIA DRIVE,Kai Run Kitchenware,Comparison Goods,2624,2022
7165,7375,Victoria Drive BIA,5854 VICTORIA DRIVE,N/A,5854,VICTORIA DRIVE,5854 VICTORIA DRIVE,South Centre Physio Clinic,Service Commercial,1000,2022
7167,7377,Victoria Drive BIA,5858 VICTORIA DRIVE,N/A,5858,VICTORIA DRIVE,5858 VICTORIA DRIVE,Sunshine Denture Clinic,Service Commercial,1504,2022
7168,7378,Victoria Drive BIA,5869 VICTORIA DRIVE,N/A,5869,VICTORIA DRIVE,5869 VICTORIA DRIVE,Vica Goldsmith,Comparison Goods,914,2022
7169,7379,Victoria Drive BIA,5870 VICTORIA DRIVE,N/A,5870,VICTORIA DRIVE,5870 VICTORIA DRIVE,Pine House Bakery,Convenience Goods,1333,2022
7170,7380,Victoria Drive BIA,5872 VICTORIA DRIVE,N/A,5872,VICTORIA DRIVE,5872 VICTORIA DRIVE,Wing Hing BBQ Meat,Convenience Goods,1333,2022
7173,7383,Victoria Drive BIA,5880 VICTORIA DRIVE,N/A,5880,VICTORIA DRIVE,5880 VICTORIA DRIVE,Vacant,Vacant,5500,2022
7176,7386,Victoria Drive BIA,5891 VICTORIA DRIVE,N/A,5891,VICTORIA DRIVE,5891 VICTORIA DRIVE,Consumer Food Market,Convenience Goods,2747,2022
7177,7387,Victoria Drive BIA,5895 VICTORIA DRIVE,N/A,5895,VICTORIA DRIVE,5895 VICTORIA DRIVE,Sue's Grocery,Convenience Goods,1587,2022
7178,7388,Victoria Drive BIA,6201 VICTORIA DRIVE,N/A,6201,VICTORIA DRIVE,6201 VICTORIA DRIVE,Victoria Drive Dental Clinic,Service Commercial,1575,2022
7179,7389,Victoria Drive BIA,6215 VICTORIA DRIVE,N/A,6215,VICTORIA DRIVE,6215 VICTORIA DRIVE,Vacant ,Vacant,735,2022
7180,7390,Victoria Drive BIA,6225 VICTORIA DRIVE,N/A,6225,VICTORIA DRIVE,6225 VICTORIA DRIVE,Shangri-la Bodycare,Service Commercial,770,2022
7181,7391,Victoria Drive BIA,6235 VICTORIA DRIVE,N/A,6235,VICTORIA DRIVE,6235 VICTORIA DRIVE,Dr. Michael Leung,Service Commercial,770,2022
7182,7392,Victoria Drive BIA,6239 VICTORIA DRIVE,N/A,6239,VICTORIA DRIVE,6239 VICTORIA DRIVE,Victoria Medical Centre,Service Commercial,770,2022
7183,7393,Victoria Drive BIA,6255 VICTORIA DRIVE,N/A,6255,VICTORIA DRIVE,6255 VICTORIA DRIVE,MJ's Natural Pharmacy,Convenience Goods,770,2022
7184,7394,Victoria Drive BIA,6399 VICTORIA DRIVE,N/A,6399,VICTORIA DRIVE,6399 VICTORIA DRIVE,Chong Lee Market,Convenience Goods,5562,2022
7185,7395,Victoria Drive BIA,6402 VICTORIA DRIVE,N/A,6402,VICTORIA DRIVE,6402 VICTORIA DRIVE,Subway,Food & Beverage,976,2022
7186,7396,Victoria Drive BIA,6404 VICTORIA DRIVE,N/A,6404,VICTORIA DRIVE,6404 VICTORIA DRIVE,Lee's Physiotherapy,Service Commercial,976,2022
7187,7397,Victoria Drive BIA,6406 VICTORIA DRIVE,N/A,6406,VICTORIA DRIVE,6406 VICTORIA DRIVE,Harjit Sajjan,Service Commercial,1342,2022
7188,7398,Victoria Drive BIA,6408 VICTORIA DRIVE,N/A,6408,VICTORIA DRIVE,6408 VICTORIA DRIVE,Buddha Accessories,Comparison Goods,1037,2022
7189,7399,Victoria Drive BIA,6414 VICTORIA DRIVE,N/A,6414,VICTORIA DRIVE,6414 VICTORIA DRIVE,Seoul Farm Market,Convenience Goods,2013,2022
7190,7400,Victoria Drive BIA,6415 VICTORIA DRIVE,N/A,6415,VICTORIA DRIVE,6415 VICTORIA DRIVE,Value Village,Comparison Goods,14089,2022
7191,7401,Victoria Drive BIA,6416 VICTORIA DRIVE,N/A,6416,VICTORIA DRIVE,6416 VICTORIA DRIVE,Connie's Hair Salon,Service Commercial,364,2022
7195,7405,Victoria Drive BIA,6443 VICTORIA DRIVE,N/A,6443,VICTORIA DRIVE,6443 VICTORIA DRIVE,Meal Dishes Buffet,Food & Beverage,750,2022
7197,7407,Victoria Drive BIA,6453 VICTORIA DRIVE,N/A,6453,VICTORIA DRIVE,6453 VICTORIA DRIVE,Vacant ,Vacant,1017,2022
7198,7408,Victoria Drive BIA,6459 VICTORIA DRIVE,N/A,6459,VICTORIA DRIVE,6459 VICTORIA DRIVE,Weirdo Café,Food & Beverage,1500,2022
