OID_, id,area,address,unit,civic_number,street,address_above_door,business_name,retailgroup,floor_area_sf,year_recorded
3771,3904,Kerrisdale BIA - Adjacent,5960 EAST BOULEVARD,N/A,5960,EAST BOULEVARD,5960 EAST BOULEVARD,Highroads Medical,Service Commercial,2500,2022
3772,3905,Kerrisdale BIA - Adjacent,5980 EAST BOULEVARD,N/A,5980,EAST BOULEVARD,5980 EAST BOULEVARD,Mary Richter Law Office,Service Commercial,2500,2022
3773,3906,Kerrisdale BIA - Adjacent,6070 EAST BOULEVARD,N/A,6070,EAST BOULEVARD,6070 EAST BOULEVARD,Community Policing Centre,Service Commercial,2000,2022
3774,3907,Kerrisdale BIA - Adjacent,6152 EAST BOULEVARD,N/A,6152,EAST BOULEVARD,6152 EAST BOULEVARD,Kerrisdale Regent Dental Centre,Service Commercial,2000,2022
3775,3908,Kerrisdale BIA - Adjacent,6158 EAST BOULEVARD,N/A,6158,EAST BOULEVARD,6158 EAST BOULEVARD,Remax Office,Service Commercial,2983,2022
3776,3909,Kerrisdale BIA - Adjacent,6218 EAST BOULEVARD,130,6218,EAST BOULEVARD,6218 EAST BOULEVARD,Legend,Service Commercial,500,2022
3777,3910,Kerrisdale BIA - Adjacent,6218 EAST BOULEVARD,N/A,6218,EAST BOULEVARD,6218 EAST BOULEVARD,Rockdoc,Service Commercial,1200,2022
3778,3911,Kerrisdale BIA - Adjacent,6228 EAST BOULEVARD,N/A,6228,EAST BOULEVARD,6228 EAST BOULEVARD,Emma Hair Design,Service Commercial,2784,2022
3779,3912,Kerrisdale BIA - Adjacent,6238 EAST BOULEVARD,N/A,6238,EAST BOULEVARD,6238 EAST BOULEVARD,Vacant,Vacant,1728,2022
3781,3914,Kerrisdale BIA - Adjacent,6272 EAST BOULEVARD,N/A,6272,EAST BOULEVARD,6272 EAST BOULEVARD,Sparks Academy,Service Commercial,2268,2022
3782,3915,Kerrisdale BIA - Adjacent,6284 EAST BOULEVARD,N/A,6284,EAST BOULEVARD,6284 EAST BOULEVARD,Masoo Hair Design,Service Commercial,697,2022
3783,3916,Kerrisdale BIA - Adjacent,6292 EAST BOULEVARD,N/A,6292,EAST BOULEVARD,6292 EAST BOULEVARD,Malatang,Food & Beverage,697,2022
3784,3917,Kerrisdale BIA,5743 VINE ST,N/A,5743,VINE ST,5743 VINE ST,Southland Floral,Convenience Goods,1486,2022
3785,3918,Kerrisdale BIA - Adjacent,2105 W 37TH AV,N/A,2105,W 37TH AV,2105 W 37TH AV,Magic Box Hobbies,Comparison Goods,2000,2022
3786,3919,Kerrisdale BIA - Adjacent,2104 W 38TH AV,N/A,2104,W 38TH AV,2104 W 38TH AV,Peninsula Beauty Centre,Service Commercial,1045,2022
3787,3920,Kerrisdale BIA - Adjacent,2106 W 38TH AV,N/A,2106,W 38TH AV,2106 W 38TH AV,The Valetor,Service Commercial,1045,2022
3788,3921,Kerrisdale BIA - Adjacent,2115 W 38TH AV,N/A,2115,W 38TH AV,2115 W 38TH AV,Oxford Learning,Service Commercial,1836,2022
3789,3922,Kerrisdale BIA,2138 W 40TH AV,N/A,2138,W 40TH AV,2138 W 40TH AV,The Secret Garden,Food & Beverage,2500,2022
3791,3924,Kerrisdale BIA,2021 W 41ST AV,N/A,2021,W 41ST AV,2021 W 41ST AV,Salvation Army Thrift,Comparison Goods,5820,2022
3793,3926,Kerrisdale BIA,2028 W 41ST AV,N/A,2028,W 41ST AV,2028 W 41ST AV,Chef Hung Taiwanese Noodle,Food & Beverage,1856,2022
3795,3928,Kerrisdale BIA,2032 W 41ST AV,N/A,2032,W 41ST AV,2032 W 41ST AV,Sweet E's Pastery,Convenience Goods,1500,2022
3797,3930,Kerrisdale BIA,2034 W 41ST AV,N/A,2034,W 41ST AV,2034 W 41ST AV,Vacant,Vacant,1500,2022
3798,3931,Kerrisdale BIA,2035 W 41ST AV,N/A,2035,W 41ST AV,2035 W 41ST AV,Presentation Centre,Service Commercial,3131,2022
3799,3932,Kerrisdale BIA,2038 W 41ST AV,N/A,2038,W 41ST AV,2038 W 41ST AV,Living Stone Institute,Service Commercial,1596,2022
3800,3933,Kerrisdale BIA,2041 W 41ST AV,N/A,2041,W 41ST AV,2041 W 41ST AV,Avenue Eyecare,Comparison Goods,1500,2022
3801,3934,Kerrisdale BIA,2043 W 41ST AV,N/A,2043,W 41ST AV,2043 W 41ST AV,Verdana Homes,Service Commercial,2668,2022
3802,3935,Kerrisdale BIA,2044 W 41ST AV,N/A,2044,W 41ST AV,2044 W 41ST AV,New Chongquing Restaurant,Food & Beverage,3910,2022
3803,3936,Kerrisdale BIA,2045 W 41ST AV,N/A,2045,W 41ST AV,2045 W 41ST AV,Petit Pont,Comparison Goods,2640,2022
3804,3937,Kerrisdale BIA,2048 W 41ST AV,101,2048,W 41ST AV,2048 W 41ST AV,Acacia Nutrition,Convenience Goods,1000,2022
3805,3938,Kerrisdale BIA,2048 W 41ST AV,102,2048,W 41ST AV,2048 W 41ST AV,Pharmasave,Convenience Goods,1000,2022
3806,3939,Kerrisdale BIA,2050 W 41ST AV,N/A,2050,W 41ST AV,2050 W 41ST AV,La Cuisson Café,Food & Beverage,1232,2022
3807,3940,Kerrisdale BIA,2053 W 41ST AV,N/A,2053,W 41ST AV,2053 W 41ST AV,Fish Café Restaurant,Food & Beverage,882,2022
3808,3941,Kerrisdale BIA,2055 W 41ST AV,N/A,2055,W 41ST AV,2055 W 41ST AV,Nakamura Japanese,Food & Beverage,882,2022
3809,3942,Kerrisdale BIA,2057 W 41ST AV,N/A,2057,W 41ST AV,2057 W 41ST AV,Adonia Tea House,Food & Beverage,945,2022
3810,3943,Kerrisdale BIA,2058 W 41ST AV,N/A,2058,W 41ST AV,2058 W 41ST AV,BC Liquor Store,Convenience Goods,6730,2022
3811,3944,Kerrisdale BIA,2059 W 41ST AV,N/A,2059,W 41ST AV,2059 W 41ST AV,FNU Fox & Unicorn Arts,Comparison Goods,945,2022
3812,3945,Kerrisdale BIA,2063 W 41ST AV,N/A,2063,W 41ST AV,2063 W 41ST AV,Vacant,Vacant,841,2022
3813,3946,Kerrisdale BIA,2064 W 41ST AV,N/A,2064,W 41ST AV,2064 W 41ST AV,Nando's Chicken,Food & Beverage,2475,2022
3814,3947,Kerrisdale BIA,2065 W 41ST AV,N/A,2065,W 41ST AV,2065 W 41ST AV,Vacant UC,Vacant UC,841,2022
3815,3948,Kerrisdale BIA,2068 W 41ST AV,N/A,2068,W 41ST AV,2068 W 41ST AV,Deer Island Bakery,Convenience Goods,629,2022
3816,3949,Kerrisdale BIA,2069 W 41ST AV,N/A,2069,W 41ST AV,2069 W 41ST AV,Mayanna Nails,Service Commercial,930,2022
3817,3950,Kerrisdale BIA,2070 W 41ST AV,N/A,2070,W 41ST AV,2070 W 41ST AV,Yummy Yogurt,Convenience Goods,629,2022
3818,3951,Kerrisdale BIA,2071 W 41ST AV,N/A,2071,W 41ST AV,2071 W 41ST AV,Nick International,Service Commercial,930,2022
3819,3952,Kerrisdale BIA,2072 W 41ST AV,N/A,2072,W 41ST AV,2072 W 41ST AV,Sandy Farm Market,Convenience Goods,629,2022
3822,3955,Kerrisdale BIA,2090 W 41ST AV,N/A,2090,W 41ST AV,2090 W 41ST AV,Shop N Save,Comparison Goods,2782,2022
3825,3958,Kerrisdale BIA,2098 W 41ST AV,N/A,2098,W 41ST AV,2098 W 41ST AV,Honolulu Coffee,Food & Beverage,2411,2022
3826,3959,Kerrisdale BIA,2102 W 41ST AV,N/A,2102,W 41ST AV,2102 W 41ST AV,Bank of Montreal,Service Commercial,2100,2022
3827,3960,Kerrisdale BIA,2104 W 41ST AV,N/A,2104,W 41ST AV,2104 W 41ST AV,Burrata Pizzeria,Food & Beverage,850,2022
3828,3961,Kerrisdale BIA,2105 W 41ST AV,N/A,2105,W 41ST AV,2105 W 41ST AV,Sleep Country Canada,Comparison Goods,4554,2022
3829,3962,Kerrisdale BIA,2106 W 41ST AV,N/A,2106,W 41ST AV,2106 W 41ST AV,Lxy hunan fusion ,Food & Beverage,696,2022
3830,3963,Kerrisdale BIA,2112 W 41ST AV,N/A,2112,W 41ST AV,2112 W 41ST AV,Yi Fang Fruit Tea,Food & Beverage,696,2022
3831,3964,Kerrisdale BIA,2114 W 41ST AV,N/A,2114,W 41ST AV,2114 W 41ST AV,Baoguette Vietnamese,Food & Beverage,1392,2022
3832,3965,Kerrisdale BIA,2116 W 41ST AV,N/A,2116,W 41ST AV,2116 W 41ST AV,Westcoast Persian Rug,Comparison Goods,2175,2022
3833,3966,Kerrisdale BIA,2120 W 41ST AV,N/A,2120,W 41ST AV,2120 W 41ST AV,1912 Amax Stationary,Comparison Goods,2175,2022
3834,3967,Kerrisdale BIA,2125 W 41ST AV,N/A,2125,W 41ST AV,2125 W 41ST AV,Hills of Kerrisdale,Comparison Goods,8001,2022
3835,3968,Kerrisdale BIA,2126 W 41ST AV,N/A,2126,W 41ST AV,2126 W 41ST AV,Engel & Volkers,Service Commercial,2499,2022
3836,3969,Kerrisdale BIA,2127 W 41ST AV,N/A,2127,W 41ST AV,2127 W 41ST AV,Thomas Hobbs Florist,Convenience Goods,1680,2022
3837,3970,Kerrisdale BIA,2128 W 41ST AV,N/A,2128,W 41ST AV,2128 W 41ST AV,Moores Bakery,Convenience Goods,2499,2022
3838,3971,Kerrisdale BIA,2129 W 41ST AV,N/A,2129,W 41ST AV,2129 W 41ST AV,Zubu Ramen,Food & Beverage,1596,2022
3839,3972,Kerrisdale BIA,2134 W 41ST AV,N/A,2134,W 41ST AV,2134 W 41ST AV,Gap Kids,Comparison Goods,2650,2022
3840,3973,Kerrisdale BIA,2135 W 41ST AV,N/A,2135,W 41ST AV,2135 W 41ST AV,Nana's Green Tea,Food & Beverage,2040,2022
3841,3974,Kerrisdale BIA,2136 W 41ST AV,N/A,2136,W 41ST AV,2136 W 41ST AV,Miniso,Comparison Goods,2680,2022
3842,3975,Kerrisdale BIA,2141 W 41ST AV,N/A,2141,W 41ST AV,2141 W 41ST AV,Buchans Kerrisdale Stationary,Comparison Goods,2040,2022
3843,3976,Kerrisdale BIA,2142 W 41ST AV,N/A,2142,W 41ST AV,2142 W 41ST AV,QE Home,Comparison Goods,2625,2022
3844,3977,Kerrisdale BIA,2143 W 41ST AV,N/A,2143,W 41ST AV,2143 W 41ST AV,Baan Wasana Thai,Food & Beverage,1457,2022
3845,3978,Kerrisdale BIA,2144 W 41ST AV,N/A,2144,W 41ST AV,2144 W 41ST AV,Vangead Financial Services,Service Commercial,2625,2022
3846,3979,Kerrisdale BIA,2145 W 41ST AV,N/A,2145,W 41ST AV,2145 W 41ST AV,Vacant UC,Vacant UC,1457,2022
3847,3980,Kerrisdale BIA,2150 W 41ST AV,N/A,2150,W 41ST AV,2150 W 41ST AV,Blake & Riley,Comparison Goods,1700,2022
3848,3981,Kerrisdale BIA,2153 W 41ST AV,N/A,2153,W 41ST AV,2153 W 41ST AV,Bunny Hill Boutique,Comparison Goods,884,2022
3849,3982,Kerrisdale BIA,2154 W 41ST AV,N/A,2154,W 41ST AV,2154 W 41ST AV,Caffe Artigiano,Food & Beverage,1608,2022
3850,3983,Kerrisdale BIA,2156 W 41ST AV,N/A,2156,W 41ST AV,2156 W 41ST AV,Plethore by Faubourg,Convenience Goods,2277,2022
3851,3984,Kerrisdale BIA,2159 W 41ST AV,N/A,2159,W 41ST AV,2159 W 41ST AV,Royal Laura,Comparison Goods,3952,2022
3852,3985,Kerrisdale BIA,2164 W 41ST AV,N/A,2164,W 41ST AV,2164 W 41ST AV,HSBC Bank Canada,Service Commercial,4300,2022
3853,3986,Kerrisdale BIA,2170 W 41ST AV,N/A,2170,W 41ST AV,2170 W 41ST AV,Kerrisdale Cameras,Comparison Goods,2525,2022
3854,3987,Kerrisdale BIA,2171 W 41ST AV,N/A,2171,W 41ST AV,2171 W 41ST AV,Lens Crafters,Comparison Goods,2647,2022
3855,3988,Kerrisdale BIA,2173 W 41ST AV,N/A,2173,W 41ST AV,2173 W 41ST AV,Luxor Salon,Service Commercial,1274,2022
3857,3990,Kerrisdale BIA,2175 W 41ST AV,N/A,2175,W 41ST AV,2175 W 41ST AV,Vacant UC,Vacant UC,1274,2022
3860,3993,Kerrisdale BIA,2179 W 41ST AV,N/A,2179,W 41ST AV,2179 W 41ST AV,Jess’ Cafe and Restaurant,Food & Beverage,2700,2022
3861,3994,Kerrisdale BIA,2182 W 41ST AV,N/A,2182,W 41ST AV,2182 W 41ST AV,The Kerrisdale Bootery,Comparison Goods,1840,2022
3862,3995,Kerrisdale BIA,2183 W 41ST AV,N/A,2183,W 41ST AV,2183 W 41ST AV,Specialty & Organic Produce,Convenience Goods,2678,2022
3863,3996,Kerrisdale BIA,2184 W 41ST AV,N/A,2184,W 41ST AV,2184 W 41ST AV,Blackball ,Convenience Goods,2128,2022
3864,3997,Kerrisdale BIA,2186 W 41ST AV,N/A,2186,W 41ST AV,2186 W 41ST AV,Forero's,Comparison Goods,2128,2022
3865,3998,Kerrisdale BIA,2189 W 41ST AV,N/A,2189,W 41ST AV,2189 W 41ST AV,Purdy's Chocolates,Convenience Goods,928,2022
3866,3999,Kerrisdale BIA,2193 W 41ST AV,N/A,2193,W 41ST AV,2193 W 41ST AV,Starbucks Coffee,Food & Beverage,2030,2022
3867,4000,Kerrisdale BIA,2198 W 41ST AV,N/A,2198,W 41ST AV,2198 W 41ST AV,TD Canada Trust,Service Commercial,4865,2022
3868,4001,Kerrisdale BIA,2207 W 41ST AV,N/A,2207,W 41ST AV,2207 W 41ST AV,Scotiabank,Service Commercial,2379,2022
3869,4002,Kerrisdale BIA,2208 W 41ST AV,N/A,2208,W 41ST AV,2208 W 41ST AV,Royal Bank,Service Commercial,7397,2022
3870,4003,Kerrisdale BIA,2215 W 41ST AV,N/A,2215,W 41ST AV,2215 W 41ST AV,Kin's Farm Market,Convenience Goods,3050,2022
3871,4004,Kerrisdale BIA,2225 W 41ST AV,N/A,2225,W 41ST AV,2225 W 41ST AV,Tim Hortons,Food & Beverage,3050,2022
3872,4005,Kerrisdale BIA,2233 W 41ST AV,N/A,2233,W 41ST AV,2233 W 41ST AV,Market Meats,Convenience Goods,1403,2022
3873,4006,Kerrisdale BIA,2236 W 41ST AV,N/A,2236,W 41ST AV,2236 W 41ST AV,The Hob,Comparison Goods,2150,2022
3874,4007,Kerrisdale BIA,2241 W 41ST AV,N/A,2241,W 41ST AV,2241 W 41ST AV,Bill Chow Jewellers,Comparison Goods,988,2022
3875,4008,Kerrisdale BIA,2246 W 41ST AV,N/A,2246,W 41ST AV,2246 W 41ST AV,Alive Health Centre,Convenience Goods,1232,2022
3876,4009,Kerrisdale BIA,2247 W 41ST AV,N/A,2247,W 41ST AV,2247 W 41ST AV,Currans Of Kerrisdale,Comparison Goods,988,2022
3877,4010,Kerrisdale BIA,2248 W 41ST AV,N/A,2248,W 41ST AV,2248 W 41ST AV,Legato Café,Food & Beverage,1232,2022
3878,4011,Kerrisdale BIA,2249 W 41ST AV,N/A,2249,W 41ST AV,2249 W 41ST AV,Studio 41,Service Commercial,910,2022
3879,4012,Kerrisdale BIA,2251 W 41ST AV,N/A,2251,W 41ST AV,2251 W 41ST AV,Regent Pacific Insurance,Service Commercial,910,2022
3880,4013,Kerrisdale BIA,2253 W 41ST AV,N/A,2253,W 41ST AV,2253 W 41ST AV,Thirstyyy ,Convenience Goods,910,2022
3881,4014,Kerrisdale BIA,2255 W 41ST AV,N/A,2255,W 41ST AV,2255 W 41ST AV,Sip Bowl Lamian,Food & Beverage,910,2022
3882,4015,Kerrisdale BIA,2256 W 41ST AV,N/A,2256,W 41ST AV,2256 W 41ST AV,The Newsroom,Comparison Goods,935,2022
3883,4016,Kerrisdale BIA,2257 W 41ST AV,N/A,2257,W 41ST AV,2257 W 41ST AV,Orange Corner Crepes,Food & Beverage,910,2022
3884,4017,Kerrisdale BIA,2260 W 41ST AV,N/A,2260,W 41ST AV,2260 W 41ST AV,Irashai Sushi,Food & Beverage,935,2022
3885,4018,Kerrisdale BIA,2263 W 41ST AV,N/A,2263,W 41ST AV,2263 W 41ST AV,Catimini Paris,Comparison Goods,612,2022
3886,4019,Kerrisdale BIA,2265 W 41ST AV,N/A,2265,W 41ST AV,2265 W 41ST AV,The Optical Boutique,Comparison Goods,612,2022
3887,4020,Kerrisdale BIA,2266 W 41ST AV,N/A,2266,W 41ST AV,2266 W 41ST AV,Tokyo Beauty,Convenience Goods,1500,2022
3888,4021,Kerrisdale BIA,2268 W 41ST AV,N/A,2268,W 41ST AV,2268 W 41ST AV,Nexgen Hearing,Convenience Goods,2048,2022
3889,4022,Kerrisdale BIA,2273 W 41ST AV,N/A,2273,W 41ST AV,2273 W 41ST AV,Ping Ting Spa,Service Commercial,612,2022
3890,4023,Kerrisdale BIA,2277 W 41ST AV,N/A,2277,W 41ST AV,2277 W 41ST AV,Sofra Mediteranean Kitchen,Food & Beverage,1035,2022
3891,4024,Kerrisdale BIA,2279 W 41ST AV,N/A,2279,W 41ST AV,2279 W 41ST AV,41 Noodle and Rice Pot,Food & Beverage,1035,2022
3892,4025,Kerrisdale BIA,2283 W 41ST AV,N/A,2283,W 41ST AV,2283 W 41ST AV,Monaliza Lingerie Ltd.,Comparison Goods,1035,2022
3893,4026,Kerrisdale BIA,2285 W 41ST AV,N/A,2285,W 41ST AV,2285 W 41ST AV,Kokoro Tokyo mazesoba ,Food & Beverage,1035,2022
3894,4027,Kerrisdale BIA,2288 W 41ST AV,N/A,2288,W 41ST AV,2288 W 41ST AV,CIBC,Service Commercial,7260,2022
3897,4030,Kerrisdale BIA,2299 W 41ST AV,N/A,2299,W 41ST AV,2299 W 41ST AV,Blara Organic House,Comparison Goods,1200,2022
3898,4031,Kerrisdale BIA,2303 W 41ST AV,N/A,2303,W 41ST AV,2303 W 41ST AV,Shoppers Drug Mart,Convenience Goods,12000,2022
3902,4035,Kerrisdale BIA,2313 W 41ST AV,N/A,2313,W 41ST AV,2313 W 41ST AV,Kerrisdale Cleaners,Service Commercial,1386,2022
3903,4036,Kerrisdale BIA,2315 W 41ST AV,N/A,2315,W 41ST AV,2315 W 41ST AV,Kerrisdale Start Nail,Service Commercial,1386,2022
3904,4037,Kerrisdale BIA,2319 W 41ST AV,N/A,2319,W 41ST AV,2319 W 41ST AV,St Germain Bakery,Convenience Goods,1500,2022
3905,4038,Kerrisdale BIA,2326 W 41ST AV,N/A,2326,W 41ST AV,2326 W 41ST AV,Blueshore Financial,Service Commercial,6000,2022
3906,4039,Kerrisdale BIA,2331 W 41ST AV,N/A,2331,W 41ST AV,2331 W 41ST AV,The Run Inn,Comparison Goods,2500,2022
3907,4040,Kerrisdale BIA,2336 W 41ST AV,N/A,2336,W 41ST AV,2336 W 41ST AV,Zhuge Academy,Service Commercial,2500,2022
3908,4041,Kerrisdale BIA,2347 W 41ST AV,N/A,2347,W 41ST AV,2347 W 41ST AV,BCAA Insurance Agency,Service Commercial,3094,2022
3909,4042,Kerrisdale BIA,2348 W 41ST AV,N/A,2348,W 41ST AV,2348 W 41ST AV,Vacant,Vacant,2500,2022
3910,4043,Kerrisdale BIA,2354 W 41ST AV,N/A,2354,W 41ST AV,2354 W 41ST AV,Kerrisdale Dental Centre,Service Commercial,608,2022
3911,4044,Kerrisdale BIA,2356 W 41ST AV,N/A,2356,W 41ST AV,2356 W 41ST AV,Simplique mode,Comparison Goods,608,2022
3912,4045,Kerrisdale BIA,2363 W 41ST AV,N/A,2363,W 41ST AV,2363 W 41ST AV,Kerrisdale Skin Medical,Service Commercial,2000,2022
3913,4046,Kerrisdale BIA,2366 W 41ST AV,N/A,2366,W 41ST AV,2366 W 41ST AV,Dr. Timothy Kam,Service Commercial,713,2022
3914,4047,Kerrisdale BIA,2370 W 41ST AV,N/A,2370,W 41ST AV,2370 W 41ST AV,Westside Windows & Design,Comparison Goods,713,2022
3915,4048,Kerrisdale BIA,2375 W 41ST AV,N/A,2375,W 41ST AV,2375 W 41ST AV,Luminous Nail Spa,Service Commercial,2528,2022
3916,4049,Kerrisdale BIA,2380 W 41ST AV,N/A,2380,W 41ST AV,2380 W 41ST AV,Vancouver City Savings,Service Commercial,2128,2022
3917,4050,Kerrisdale BIA,2387 W 41ST AV,N/A,2387,W 41ST AV,2387 W 41ST AV,Sherwin Williams,Comparison Goods,2457,2022
3924,4057,Kerrisdale BIA,2431 W 41ST AV,N/A,2431,W 41ST AV,2431 W 41ST AV,Otheneum Cannabis,Convenience Goods,1566,2022
3925,4058,Kerrisdale BIA,2433 W 41ST AV,N/A,2433,W 41ST AV,2433 W 41ST AV,Kerrisdale Skin Medical,Service Commercial,1860,2022
3928,4061,Kerrisdale BIA,2441 W 41ST AV,N/A,2441,W 41ST AV,2441 W 41ST AV,The Space,Service Commercial,776,2022
3929,4062,Kerrisdale BIA,2443 W 41ST AV,N/A,2443,W 41ST AV,2443 W 41ST AV,Giovani Hair Design,Service Commercial,646,2022
3938,4071,Kerrisdale BIA,2027 W 42ND AV,N/A,2027,W 42ND AV,2027 W 42ND AV,Kerrisdale Learning Centre,Service Commercial,2000,2022
3939,4072,Kerrisdale BIA,2029 W 42ND AV,N/A,2029,W 42ND AV,2029 W 42ND AV,Dr. Janet Thom,Service Commercial,1000,2022
3940,4073,Kerrisdale BIA,2033 W 42ND AV,N/A,2033,W 42ND AV,2033 W 42ND AV,Richard Jeha Hair Company,Service Commercial,1000,2022
3941,4074,Kerrisdale BIA,2061 W 42ND AV,N/A,2061,W 42ND AV,2061 W 42ND AV,LifeLabs,Service Commercial,2200,2022
3942,4075,Kerrisdale BIA,2073 W 42ND AV,N/A,2073,W 42ND AV,2073 W 42ND AV,Dr. A. Tam,Service Commercial,2200,2022
3943,4076,Kerrisdale BIA,2077 W 42ND AV,N/A,2077,W 42ND AV,2077 W 42ND AV,Kerrisdale Station Medical,Service Commercial,3096,2022
3944,4077,Kerrisdale BIA,2081 W 42ND AV,N/A,2081,W 42ND AV,2081 W 42ND AV,Sushi Bar Aji Sai,Food & Beverage,1170,2022
3945,4078,Kerrisdale BIA,2083 W 42ND AV,N/A,2083,W 42ND AV,2083 W 42ND AV,Kerrisdale Physiotherapy Precision Care,Service Commercial,1080,2022
3946,4079,Kerrisdale BIA,2087 W 42ND AV,N/A,2087,W 42ND AV,2087 W 42ND AV,Aji Sai 2Go,Food & Beverage,1440,2022
3947,4080,Kerrisdale BIA,2091 W 42ND AV,N/A,2091,W 42ND AV,2091 W 42ND AV,London Drugs,Convenience Goods,31262,2022
3948,4081,Kerrisdale BIA - Adjacent,2110 W 43RD AV,N/A,2110,W 43RD AV,2110 W 43RD AV,Community Health Centre,Service Commercial,8402,2022
3949,4082,Kerrisdale BIA - Adjacent,2105 W 37TH AV,N/A,2105,W 37TH AV,5299 WEST BOULEVARD,Skin Matter,Service Commercial,4680,2022
3951,4084,Kerrisdale BIA - Adjacent,5329 WEST BOULEVARD,N/A,5329,WEST BOULEVARD,5329 WEST BOULEVARD,Greenberg & Associates,Service Commercial,2000,2022
3952,4085,Kerrisdale BIA - Adjacent,5337 WEST BOULEVARD,1,5337,WEST BOULEVARD,5337 WEST BOULEVARD,Chun Yang Tea,Food & Beverage,1500,2022
3953,4086,Kerrisdale BIA - Adjacent,5337 WEST BOULEVARD,2,5337,WEST BOULEVARD,5337 WEST BOULEVARD,West Coast Imaging,Service Commercial,2500,2022
3954,4087,Kerrisdale BIA - Adjacent,5345 WEST BOULEVARD,N/A,5345,WEST BOULEVARD,5345 WEST BOULEVARD,Hair By Maxin,Service Commercial,1500,2022
3955,4088,Kerrisdale BIA - Adjacent,5351 WEST BOULEVARD,N/A,5351,WEST BOULEVARD,5351 WEST BOULEVARD,Sushi King House,Food & Beverage,1455,2022
3956,4089,Kerrisdale BIA - Adjacent,5367 WEST BOULEVARD,N/A,5367,WEST BOULEVARD,5367 WEST BOULEVARD,White Spot,Food & Beverage,5700,2022
3957,4090,Kerrisdale BIA - Adjacent,5383 WEST BOULEVARD,N/A,5383,WEST BOULEVARD,5383 WEST BOULEVARD,West Boulevard Veterinary Clinic,Service Commercial,1280,2022
3958,4091,Kerrisdale BIA - Adjacent,5389 WEST BOULEVARD,N/A,5389,WEST BOULEVARD,5389 WEST BOULEVARD,Mentor,Service Commercial,2000,2022
3959,4092,Kerrisdale BIA - Adjacent,5395 WEST BOULEVARD,N/A,5395,WEST BOULEVARD,5395 WEST BOULEVARD,Buffala,Food & Beverage,3000,2022
3961,4094,Kerrisdale BIA - Adjacent,5403 WEST BOULEVARD,N/A,5403,WEST BOULEVARD,5403 WEST BOULEVARD,West Point Dental,Service Commercial,1000,2022
3963,4096,Kerrisdale BIA - Adjacent,5407 WEST BOULEVARD,N/A,5407,WEST BOULEVARD,5407 WEST BOULEVARD,Sejong,Service Commercial,2000,2022
3966,4099,Kerrisdale BIA - Adjacent,5413 WEST BOULEVARD,N/A,5413,WEST BOULEVARD,5413 WEST BOULEVARD,Kripps Pharmacy,Food & Beverage,2500,2022
3967,4100,Kerrisdale BIA - Adjacent,5445 WEST BOULEVARD,N/A,5445,WEST BOULEVARD,5445 WEST BOULEVARD,Ridgepoint Wellness,Service Commercial,1953,2022
3968,4101,Kerrisdale BIA - Adjacent,5465 WEST BOULEVARD,N/A,5465,WEST BOULEVARD,5465 WEST BOULEVARD,Vacant,Vacant,1620,2022
3969,4102,Kerrisdale BIA - Adjacent,5487 WEST BOULEVARD,N/A,5487,WEST BOULEVARD,5487 WEST BOULEVARD,Remax,Service Commercial,4562,2022
3970,4103,Kerrisdale BIA,5503 WEST BOULEVARD,N/A,5503,WEST BOULEVARD,5503 WEST BOULEVARD,West  Coast Liquor Company,Convenience Goods,4000,2022
3971,4104,Kerrisdale BIA,5507 WEST BOULEVARD,N/A,5507,WEST BOULEVARD,5507 WEST BOULEVARD,Kerrisdale Laser,Service Commercial,2000,2022
3972,4105,Kerrisdale BIA,5515 WEST BOULEVARD,N/A,5515,WEST BOULEVARD,5515 WEST BOULEVARD,HP3 Ladies Clothing,Comparison Goods,2300,2022
3973,4106,Kerrisdale BIA,5519 WEST BOULEVARD,N/A,5519,WEST BOULEVARD,5519 WEST BOULEVARD,North American Travel,Service Commercial,1300,2022
3974,4107,Kerrisdale BIA,5525 WEST BOULEVARD,N/A,5525,WEST BOULEVARD,5525 WEST BOULEVARD,UPS Store,Service Commercial,1300,2022
3979,4112,Kerrisdale BIA,5591 WEST BOULEVARD,N/A,5591,WEST BOULEVARD,5591 WEST BOULEVARD,Kerrisdale Pharmacy 1981,Convenience Goods,2064,2022
3980,4113,Kerrisdale BIA,5601 WEST BOULEVARD,N/A,5601,WEST BOULEVARD,5601 WEST BOULEVARD,Book 41,Comparison Goods,1200,2022
3981,4114,Kerrisdale BIA,5607 WEST BOULEVARD,N/A,5607,WEST BOULEVARD,5607 WEST BOULEVARD,Luscious Nail Lounge,Service Commercial,1000,2022
3982,4115,Kerrisdale BIA,5615 WEST BOULEVARD,N/A,5615,WEST BOULEVARD,5615 WEST BOULEVARD,Revolution Medical Clinic,Service Commercial,928,2022
3983,4116,Kerrisdale BIA,5623 WEST BOULEVARD,N/A,5623,WEST BOULEVARD,5623 WEST BOULEVARD,Subway,Food & Beverage,928,2022
3984,4117,Kerrisdale BIA,5631 WEST BOULEVARD,N/A,5631,WEST BOULEVARD,5631 WEST BOULEVARD,Hey I am Yogost,Food & Beverage,928,2022
3985,4118,Kerrisdale BIA,5663 WEST BOULEVARD,N/A,5663,WEST BOULEVARD,5663 WEST BOULEVARD,Kobe Pearls International,Comparison Goods,837,2022
3986,4119,Kerrisdale BIA,5665 WEST BOULEVARD,N/A,5665,WEST BOULEVARD,5665 WEST BOULEVARD,Kerrisdale Hair Bar,Service Commercial,837,2022
